1;1
2;1
3;1
4;1
5;1
6;1
7;1
8;1
9;0,8
10;0,6266666666666667
11;0,56
12;0,44
13;0,44
14;0,44
15;0,41333333333333333
16;0,41333333333333333
17;0,41333333333333333
18;0,41333333333333333
19;0,41333333333333333]
